United States 1900 USA 74829905 613998133248.000                  24447.377 1829.395                           986.777 73.840                                      1318.265 98.646                                       
United States 1967 USA 193782432 4538979319808.000          -1.889 -63.850 17117.117 3316.997   3.401 127.182 19952.180 3866.382  21.022     3.484 531.176 81423.992 3.476 3.043 444.132   77607.547 15038.979  95.313 5.587 250.433 4733.188   24425.271 5.602 295.806 28773.996 5575.895  29.998  13.646 80.678 671.890 1172.556 227.221 3467.237  4.258 13.440 87.044 739.560   3816.447  4.687   38.684 6.378 22.865 41.583 8.058 117.993  0.145 3.826 257.549 6988.794   36065.156 6.530 345.211 29060.930 5631.498  44.293 44.806 14.074  0.082 -0.012 72.626  231.217   0.284  15778.539 12.755 80.667 716.695   3698.454  4.542                
United States 1968 USA 195743424 4754925682688.000          3.500 116.080 17538.654 3433.076   -1.369 -52.944 19481.820 3813.438  20.534     5.963 940.846 85414.797 3.516 6.110 918.872   81524.328 15957.852  95.445 7.049 333.626 5066.815   25884.982 6.334 353.196 30290.117 5929.091  30.305  0.411 2.761 674.651 1165.580 228.155 3446.609  4.035 3.022 21.972 761.533   3890.464  4.555   63.659 14.556 37.421 67.373 13.188 191.172  0.224 6.713 469.167 7457.961   38100.695 3.853 217.001 29878.391 5848.499  44.607 49.461 15.546  10.463 4.655 79.421  252.684   0.296  16719.385 0.997 7.417 724.112   3699.293  4.331                
United States 1969 USA 197859328 4903769997312.000          0.412 14.161 17422.668 3447.238   2.578 98.319 19770.395 3911.757  19.605     5.168 864.037 88868.297 3.586 4.859 775.330   84571.102 16733.182  95.165 7.644 387.292 5454.107   27565.578 7.121 422.236 32100.219 6351.328  31.018  12.217 82.423 757.074 1293.993 256.029 3826.322  4.306 11.689 88.708 850.241   4297.198  4.835   11.170 4.180 41.600 74.098 14.661 210.253  0.237 5.013 373.877 7831.838   39582.859 1.685 98.522 30056.811 5947.021  44.541 51.567 16.227  4.381 2.105 82.013  260.623   0.293  17583.422 11.717 84.528 808.640   4086.945  4.599                
United States 1970 USA 200328336 4912635707392.000          -0.945 -32.578 17045.314 3414.659   7.415 290.060 20974.650 4201.817  18.756     3.540 622.418 90880.000 3.706 3.623 606.326   86555.445 17339.508  95.241 5.401 294.551 5748.658   28696.182 -10.025 -636.705 28526.285 5714.623  31.576  -0.991 -7.499 749.574 1265.384 253.492 3741.728  4.117 2.009 16.089 866.330   4324.550  4.759   56.553 23.526 65.127 114.572 22.952 325.100  0.358 4.397 344.354 8176.191   40813.953 4.329 257.467 30971.592 6204.487  44.910 51.629 16.236  0.054 0.062 81.046  257.722   0.284  18205.840 -0.928 -7.437 801.203   3999.450  4.401                
United States 1971 USA 202907920 5065682190336.000          -5.431 -185.459 15914.611 3229.201   -9.306 -391.035 18780.846 3810.782  17.372     2.105 383.168 91613.023 3.670 1.603 277.902   86824.656 17617.410  94.773 3.094 177.868 5926.526   29207.959 2.835 161.982 28961.932 5876.605  31.882  7.401 55.478 805.052 1341.761 272.254 3967.574  4.331 12.392 105.268 971.598   4788.369  5.227   74.756 48.686 113.813 197.676 40.110 560.909  0.612 3.492 285.492 8461.684   41702.086 -1.425 -88.411 30142.127 6116.076  45.520 52.733 16.584  2.147 1.104 81.734  259.886   0.284  18589.008 7.085 56.582 857.785   4227.460  4.614                
United States 1972 USA 205238384 5334296952832.000          4.126 133.224 16383.022 3362.425   7.509 286.166 19961.898 4096.948  17.231     4.976 925.074 95080.078 3.658 4.836 851.891   89989.508 18469.301  94.646 1.020 60.438 5986.964   29170.783 -0.324 -19.055 28540.229 5857.550  30.680  2.374 19.108 824.160 1358.011 278.716 4015.624  4.223 7.715 73.181 1044.779   5090.563  5.354   41.955 47.750 161.563 277.424 56.938 787.195  0.828 7.779 658.229 9119.912   44435.703 0.380 23.260 29913.195 6139.336  46.735 59.056 18.673  12.594 6.323 90.982  287.745   0.303  19514.082 2.960 25.431 883.217   4303.369  4.526                
United States 1973 USA 207314768 5637202771968.000          7.407 249.065 17420.320 3611.490   -0.525 -21.522 19658.154 4075.426  17.756     4.231 825.711 98110.680 3.608 3.982 735.402   92635.477 19204.703  94.419 -0.819 -49.005 5937.959   28642.238 -0.091 -5.328 28228.682 5852.223  29.194  -0.181 -1.488 822.672 1341.982 278.213 3968.226  4.045 8.960 90.311 1135.090   5475.203  5.581   54.331 87.779 249.341 423.863 87.873 1202.718  1.226 5.870 535.343 9655.255   46572.922 -2.507 -153.930 28871.104 5985.406  47.470 63.077 19.990  7.051 4.021 96.422  304.258   0.310  20339.793 0.274 2.533 885.749   4272.485  4.355                
United States 1974 USA 209277968 5621366128640.000          -2.379 -85.923 16846.336 3525.567   1.884 76.797 19840.703 4152.222  17.768     -2.444 -497.186 94814.602 3.530 -3.517 -675.383   88539.281 18529.320  93.381 -3.464 -205.712 5732.247   27390.590 -4.404 -257.751 26732.254 5594.472  28.889  10.450 85.965 908.637 1468.309 307.285 4341.772  4.579 15.952 178.195 1313.286   6275.317  6.619   36.531 91.088 340.429 573.278 119.974 1626.685  1.716 -3.974 -383.748 9271.507   44302.355 -4.517 -270.351 27308.443 5715.056  46.725 64.219 20.404  2.074 1.142 97.498  306.859   0.324  19842.607 9.888 87.107 972.856   4648.632  4.903                
United States 1975 USA 211274544 5605794775040.000          -0.001 -0.026 16687.014 3525.541   7.380 306.451 21103.691 4458.673  18.249     -2.636 -523.127 91442.539 3.446 -3.737 -692.410   84425.266 17836.910  92.326 -8.212 -470.715 5261.532   24903.768 -7.401 -414.057 24519.824 5180.415  27.234  -0.348 -3.163 905.474 1449.369 306.215 4285.769  4.687 13.378 169.284 1482.570   7017.267  7.674   51.352 174.819 515.248 859.471 181.584 2438.761  2.667 -2.391 -221.669 9049.838   42834.492 -4.403 -251.625 25859.387 5463.430  46.843 61.848 19.754  -3.185 -2.371 93.501  292.737   0.320  19319.480 -0.525 -5.534 967.322   4578.506  5.007                
United States 1976 USA 213270032 5899591090176.000          7.275 256.501 17733.584 3782.042   4.720 210.455 21893.033 4669.128  18.561     5.471 1057.027 95543.227 3.454 5.837 1041.117   88517.016 18878.027  92.646 1.993 104.857 5366.390   25162.418 -0.815 -42.208 24092.490 5138.206  26.336  -5.353 -48.472 857.002 1358.946 289.822 4018.388  4.206 1.181 15.912 1498.482   7026.219  7.354   10.781 55.551 570.799 943.225 201.162 2676.415  2.801 7.511 679.757 9729.595   45621.012 -2.510 -137.125 24974.469 5326.306  47.749 70.681 22.565  14.227 8.833 105.804  331.416   0.347  20376.508 -4.167 -39.639 927.683   4349.804  4.553                
United States 1977 USA 215437408 6166912434176.000          2.488 94.115 17992.035 3876.157   1.886 88.061 22081.537 4757.189  18.550     2.548 519.139 96991.727 3.388 2.790 526.613   90070.898 19404.641  92.865 -2.039 -109.438 5256.951   24401.293 0.436 22.421 23954.182 5160.627  25.158  -22.070 -189.144 667.857 1048.366 225.857 3100.007  3.196 -0.013 -7.477 1491.005   6920.825  7.135   31.281 178.554 749.353 1225.821 264.088 3478.285  3.586 5.570 541.938 10271.533   47677.574 1.053 56.102 24983.627 5382.408  49.156 73.795 23.536  4.305 3.114 109.248  342.534   0.353  20895.646 -20.165 -186.031 741.652   3442.541  3.549                
United States 1978 USA 217881440 6518624223232.000          -1.124 -43.580 17590.195 3832.577   -5.176 -246.218 20703.789 4510.971  17.943     2.219 463.645 98031.711 3.277 1.055 204.734   90000.211 19609.375  91.807 0.351 18.433 5275.384   24212.178 -0.409 -21.128 23588.510 5139.499  24.698  26.774 178.813 846.670 1314.148 286.329 3885.922  3.964 17.231 258.910 1749.915   8031.500  8.193   10.172 76.224 825.577 1335.362 290.951 3789.109  3.865 2.238 229.881 10501.414   48197.836 4.624 248.904 25845.764 5631.312  49.166 77.668 24.679  4.855 3.873 113.267  356.469   0.364  21359.291 24.706 182.686 924.338   4242.391  4.328                
United States 1979 USA 220463104 6740172603392.000          9.255 354.707 18993.129 4187.284   18.283 824.749 24202.324 5335.720  19.400     1.054 225.109 97904.820 3.202 1.462 286.641   90246.461 19896.016  92.178 3.327 175.513 5450.897   24724.760 3.034 155.918 24019.516 5295.417  25.254  -0.137 -1.163 845.508 1296.976 285.935 3835.144  3.917 -3.602 -61.530 1688.385   7658.355  7.822   -7.687 -63.466 762.111 1218.271 268.584 3456.862  3.531 -2.320 -243.581 10257.833   46528.570 -1.490 -83.903 25162.529 5547.409  47.524 80.767 25.756  4.365 3.099 116.827  366.350   0.374  21584.400 0.220 1.936 926.274   4201.493  4.291                
United States 1980 USA 223140016 6743208230912.000          2.548 106.696 19243.434 4293.980   2.241 119.569 24447.830 5455.289  20.692     -3.857 -832.443 92999.711 3.077 -4.077 -811.180   85528.523 19084.836  91.966 -2.082 -113.513 5337.385   23919.443 -0.841 -44.510 23531.895 5250.907  25.720  -1.376 -11.630 833.877 1263.790 282.002 3737.013  4.018 -1.255 -21.263 1667.121   7471.189  8.034   -1.583 -12.064 750.047 1184.602 264.332 3361.327  3.614 -7.841 -804.361 9453.472   42365.648 0.671 37.240 25027.557 5584.649  45.555 83.198 26.656  3.495 2.431 119.459  372.850   0.401  20751.957 -0.973 -9.199 917.075   4109.863  4.419                
United States 1981 USA 225654000 6911865389056.000          3.143 134.954 19627.102 4428.934   -6.212 -338.874 22673.719 5116.416  21.993     -2.958 -613.863 89243.242 2.914 -3.325 -634.518   81763.758 18450.318  91.619 -2.412 -128.756 5208.629   23082.369 -1.047 -54.980 23026.078 5195.927  25.865  -5.494 -45.811 788.067 1181.055 266.510 3492.367  3.913 1.383 20.654 1687.775   7479.483  8.381   8.585 64.391 814.437 1271.968 287.025 3609.229  4.044 -6.778 -640.717 8812.755   39054.281 -0.291 -16.244 24676.742 5568.406  43.762 85.272 27.378  2.707 2.074 121.326  377.888   0.423  20138.094 -4.786 -43.736 873.338   3870.255  4.337                
United States 1982 USA 228001424 6782206345216.000          -3.683 -163.138 18709.516 4265.796   1.426 72.945 22760.213 5189.361  22.082     -4.072 -819.955 84728.148 2.848 -5.378 -992.281   76569.859 17458.037  90.371 -7.044 -366.919 4841.709   21235.436 -7.006 -364.028 21192.404 4831.898  25.063  18.393 144.950 933.017 1383.892 315.529 4092.153  4.830 10.101 172.327 1860.102   8158.293  9.629   3.704 30.167 844.604 1305.501 297.656 3704.378  4.372 -5.245 -462.224 8350.531   36624.910 0.402 22.406 24520.949 5590.812  43.226 82.482 26.405  -3.552 -2.790 115.811  361.762   0.427  19318.139 16.349 142.160 1015.499   4453.915  5.257                
United States 1983 USA 230389968 7066236747776.000          3.739 159.495 19207.828 4425.291   -7.469 -387.586 20841.945 4801.775  22.988     -0.350 -67.609 83556.281 2.724 -1.026 -179.035   74998.938 17279.002  89.759 -6.185 -299.474 4542.236   19715.424 -9.420 -455.161 18997.084 4376.738  23.595  7.336 68.449 1001.466 1470.019 338.678 4346.830  5.202 5.946 111.426 1971.529 2941.195 677.622 8557.355  10.241   3.856 32.568 877.172 1341.785 309.134 3807.335  4.557 -0.468 -39.056 8311.476   36075.684 0.466 26.044 24379.775 5616.855  43.175 92.874 29.805  12.875 10.392 129.366  403.117   0.482  19250.529 7.766 78.858 1094.357 1599.410 368.488 4750.021  5.685   0.009 0.013 0.003 0.039  0.000   0.008 0.012 0.003 0.035  0.000
United States 1984 USA 232766288 7581108011008.000          7.400 327.469 20418.592 4752.760   14.336 688.400 23586.643 5490.175  23.487     5.118 985.158 86935.648 2.669 5.201 898.646   78093.992 18177.648  89.830 6.810 309.336 4851.572   20843.105 8.525 373.106 20406.064 4749.844  23.975  -3.275 -32.794 968.672 1407.365 327.587 4161.564  4.787 4.494 86.510 2058.039 3041.987 708.072 8841.655  10.170   11.563 101.423 978.595 1481.647 344.877 4204.195  4.836 3.150 261.842 8573.317   36832.297 2.728 153.213 24789.109 5770.069  42.367 110.738 35.595  19.429 17.863 152.923  475.746   0.547  20235.688 -1.437 -14.912 1079.445 1560.340 363.194 4637.461  5.334 76.700 0.007 0.016 0.023 0.005 0.067  0.000 143.253 0.011 0.019 0.028 0.007 0.083  0.000
United States 1985 USA 235146176 7874872344576.000          2.389 113.541 20694.791 4866.301 6411.606 1507.665 -1.998 -109.711 22881.359 5380.464 56.740 24.109   2657.150 14.131 -0.254 -51.441 85837.016 2.563 -0.558 -101.369 8204.810 1929.329 76872.523 18076.279 72.609 89.556 -3.752 -182.032 4669.541 1335.001 313.920 19858.033 -5.706 -271.032 19046.928 4478.812 11.814 23.135  -12.334 -119.477 849.195 1221.293 287.182 3611.350 10.808 4.207 2.741 49.926 2107.966 3093.722 727.477 8964.490 27.378 10.444   17.110 167.435 1146.030 1717.591 403.885 4873.690 15.200 5.678 -0.384 -32.880 8540.438 458.202 107.744 36319.695 0.518 29.872 24665.258 5799.941 4.055 42.312 112.692 36.393  2.241 1.954 154.767  479.242 1.370  0.558 11299.992 20184.246 -10.904 -117.509 961.936 1376.130 323.592 4090.800 12.178 4.766 102.553 0.016 0.032 0.046 0.011 0.135 0.000 0.000 -11.217 -0.002 0.017 0.025 0.006 0.073 0.000 0.000
United States 1986 USA 237512784 8146027806720.000          -1.247 -60.702 20233.012 4805.599 6273.941 1490.141 0.954 51.312 22869.408 5431.777 55.683 23.590   2676.113 14.153 0.928 187.359 85770.562 2.501 0.336 60.752 8017.337 1904.220 76362.336 18137.031 71.156 89.031 -6.282 -293.336 4376.204 1125.048 267.213 18425.131 -2.589 -115.945 18368.979 4362.867 9.985 21.482  3.410 28.957 878.152 1250.354 296.975 3697.282 11.097 4.311 6.055 126.608 2234.574 3248.349 771.525 9408.227 28.830 10.969   7.909 90.643 1236.673 1834.973 435.830 5206.763 16.286 6.071 4.857 414.792 8955.229 618.348 146.865 37704.199 -3.284 -190.449 23617.641 5609.492 5.488 43.959 119.695 38.702  6.344 7.003 162.946  503.952 1.446  0.588 11267.237 20371.605 3.740 35.965 997.901 1413.377 335.695 4201.463 12.544 4.898 32.004 0.010 0.042 0.060 0.014 0.176 0.001 0.000 -27.300 -0.005 0.013 0.018 0.004 0.053 0.000 0.000
United States 1987 USA 239853168 8432566927360.000          4.334 208.269 20903.904 5013.868 6562.174 1573.958 3.238 175.859 23379.455 5607.636 56.776 23.813   2772.205 14.155 3.356 683.660 87783.977 2.497 3.699 670.945 8315.548 1994.510 78414.547 18807.977 71.947 89.327 6.319 276.540 4652.744 1222.167 293.141 19398.299 3.597 156.944 18844.076 4519.812 10.574 22.098  -13.996 -122.907 755.245 1064.861 255.410 3148.781 9.213 3.587 0.751 12.715 2247.289 3240.823 777.322 9369.435 28.040 10.673   9.959 123.155 1359.828 1998.022 479.232 5669.418 17.287 6.458 2.079 186.136 9141.365 531.206 127.411 38112.340 -3.124 -175.254 22656.518 5434.237 4.596 43.416 132.174 42.665  10.242 12.479 177.881  551.061 1.539  0.628 11557.927 21055.266 -11.202 -110.440 887.461 1242.801 298.090 3700.017 10.753 4.215 -25.192 -0.011 0.031 0.044 0.011 0.131 0.000 0.000 -15.469 -0.002 0.011 0.015 0.004 0.044 0.000 0.000
United States 1988 USA 242287808 8787202670592.000          4.653 233.276 21656.656 5247.144 6837.389 1656.616 2.962 166.085 23830.014 5773.722 56.842 23.835   2914.446 14.245 4.556 959.318 90861.297 2.505 4.391 825.768 8620.126 2088.552 81034.797 19633.744 71.662 89.185 4.584 213.278 4866.021 1121.925 271.829 20083.641 2.701 122.064 19158.520 4641.875 9.327 22.104  -10.581 -79.914 675.331 942.617 228.385 2787.309 7.836 3.068 6.198 133.551 2380.839 3407.094 825.497 9826.492 28.324 10.815   15.749 214.166 1573.994 2289.461 554.708 6496.380 19.033 7.150 4.148 379.214 9520.579 660.813 160.107 39294.504 -1.755 -95.347 22035.324 5338.891 5.494 43.247 131.485 42.394  -0.636 -0.689 174.974  542.681 1.455  0.597 12028.858 22014.584 -9.159 -80.615 806.846 1117.633 270.789 3330.112 9.291 3.665 -13.366 -0.004 0.027 0.038 0.009 0.112 0.000 0.000 -75.402 -0.008 0.003 0.004 0.001 0.011 0.000 0.000
